"Date","Open","High","Low","Close","VWAP","Volume","% Chg","$ Chg","Trade Val","# Trades"
"2025-03-21","556.09","561.67","554.85","560.76","559.11","83,762,964","0.03%","0.18447","47,083,865,504","559,071"
"2025-03-20","558.44","565.61","557.71","560.58","86.03","62,958,195","-0.29%","-1.6258","35,655,623,162","540,263"
"2025-03-19","557.94","565.99","556.75","562.20","561.38","66,555,985","1.09%","6.06","37,670,825,922","584,806"
"2025-03-18","559.89","560.11","554.20","556.15","556.13","66,041,422","-1.08%","-6.08","18,632,472,489","572,378"
"2025-03-17","557.90","564.76","557.47","562.22","561.53","49,008,709","0.77%","4.3023","9,299,569,869","538,128"
"2025-03-14","551.28","558.93","546.70","557.92","555.85","62,660,321","2.07%","11.29","16,623,316,893","616,229"
"2025-03-13","553.64","554.25","544.91","546.63","548.18","74,079,414","-1.33%","-7.39","41,005,415,223","747,051"
"2025-03-12","557.29","558.22","548.88","554.02","554.45","69,588,167","0.53%","2.9244","38,939,289,176","687,056"
"2025-03-11","554.54","559.12","547.23","551.09","552.75","88,102,109","-0.83%","-4.6195","12,234,495,015","935,541"
"2025-03-10","562.66","564.59","550.76","555.71","266.39","99,326,624","-2.66%","-15.21","55,945,001,785","1,007,901"
"2025-03-07","565.94","572.37","560.72","570.92","241.65","81,158,816","0.56%","3.1821","9,577,759,484","874,030"
"2025-03-06","570.48","575.13","565.17","567.74","568.99","80,094,868","-1.78%","-10.26","9,120,970,954","869,640"
"2025-03-05","571.68","579.80","568.10","578.00","574.76","71,230,528","1.08%","6.15","22,850,972,567","809,612"
"2025-03-04","574.67","580.31","567.28","571.85","303.27","109,648,212","-1.18%","-6.85","63,411,819,666","1,056,743"
"2025-03-03","591.00","592.15","574.86","578.70","582.55","74,249,199","-1.75%","-10.32","25,204,865,657","838,996"
"2025-02-28","580.47","589.55","577.38","589.02","583.41","88,744,106","1.56%","9.05","52,204,551,857","779,983"
"2025-02-27","591.67","592.83","579.57","579.97","184.27","74,196,664","-1.60%","-9.41","43,802,964,764","758,855"
"2025-02-26","590.75","594.37","586.71","589.38","590.45","43,321,578","0.05%","0.297393","25,801,907,620","638,722"
"2025-02-25","591.96","592.70","584.44","589.08","588.67","58,266,472","-0.50%","-2.9442","34,615,906,574","712,195"
"2025-02-24","596.79","597.79","591.31","592.02","593.78","50,737,213","-0.46%","-2.7063","30,392,714,855","600,732"
"2025-02-21","604.86","605.00","594.26","594.73","157.55","76,519,818","-1.71%","-10.35","46,193,217,479","628,051"
"2025-02-20","606.23","606.37","601.75","605.08","603.92","36,554,002","-0.42%","-2.5278","22,277,115,672","388,463"
"2025-02-19","604.78","607.90","604.27","607.61","606.45","31,011,072","0.24%","1.4275","18,967,644,941","334,377"
"2025-02-18","605.57","606.18","603.10","606.18","604.88","26,749,030","0.29%","1.7745","16,321,865,961","364,175"
"2025-02-14","604.64","605.68","603.78","604.40","604.77","26,910,448","-0.01%","-0.029739","16,416,081,980","330,622"
"2025-02-13","599.23","604.64","597.96","604.43","602.44","40,921,297","1.06%","6.31","24,913,817,335","426,311"
"2025-02-12","594.00","599.30","593.31","598.12","597.15","45,076,076","-0.32%","-1.9331","8,685,675,110","435,839"
"2025-02-11","597.32","600.60","597.20","600.05","599.31","30,056,740","0.08%","0.456004","18,171,115,769","408,328"
"2025-02-10","598.78","600.24","597.50","599.60","599.23","26,048,714","0.68%","4.0446","15,737,696,090","393,965"
"2025-02-07","601.62","602.85","594.84","595.55","597.46","50,788,516","-0.92%","-5.50","30,617,991,658","563,070"
"2025-02-06","600.73","601.19","597.40","601.05","600.05","35,771,503","0.35%","2.0818","21,652,456,704","351,814"
"2025-02-05","595.42","599.12","593.38","598.97","597.10","30,653,149","0.41%","2.4188","18,468,045,117","358,152"
"2025-02-04","592.64","597.07","592.09","596.55","595.61","33,457,815","0.67%","3.9752","20,093,435,712","381,941"
"2025-02-03","587.52","595.08","585.36","592.58","205.24","65,857,248","-0.67%","-4.0148","39,398,966,992","732,137"
"2025-01-31","602.22","604.66","595.83","596.59","599.41","66,671,471","-0.53%","-3.192","40,304,540,421","591,691"
"2025-01-30","598.71","601.33","595.50","599.78","598.89","39,281,255","0.54%","3.2019","23,728,041,609","419,938"
"2025-01-29","598.48","598.88","594.02","596.58","596.74","37,177,429","-0.45%","-2.6865","22,383,436,420","426,224"
"2025-01-28","595.40","600.11","592.06","599.27","597.76","44,433,322","0.86%","5.11","26,781,050,140","419,863"
"2025-01-27","589.64","594.48","589.48","594.16","592.55","70,361,125","-1.42%","-8.53","42,122,674,308","685,468"
"2025-01-24","604.51","605.47","601.53","602.69","603.15","34,604,693","-0.29%","-1.7645","21,057,281,496","360,932"
"2025-01-23","600.54","604.45","600.26","604.45","602.58","41,152,102","0.55%","3.2812","25,020,656,447","330,479"
"2025-01-22","600.66","602.54","600.10","601.17","601.45","48,195,973","0.56%","3.3606","29,229,671,069","367,162"
"2025-01-21","595.45","597.82","593.47","597.81","596.51","42,532,853","0.92%","5.42","25,569,388,888","429,378"
"2025-01-17","591.77","594.15","590.44","592.39","592.56","58,070,628","1.00%","5.89","34,698,864,513","420,962"
"2025-01-16","589.01","589.19","585.80","586.50","587.48","43,319,662","-0.19%","-1.1301","25,722,691,724","409,223"
"2025-01-15","585.20","588.78","584.08","587.63","587.03","56,900,159","1.82%","10.50","15,201,998,057","488,794"
"2025-01-14","579.28","579.92","573.33","577.13","576.84","48,420,580","0.14%","0.793052","28,174,811,041","473,546"
"2025-01-13","570.77","576.70","570.35","576.34","573.99","47,910,060","0.16%","0.892183","27,745,332,330","505,916"
"2025-01-10","580.79","580.86","573.52","575.45","182.76","73,105,046","-1.53%","-8.92","24,094,708,447","720,835"
"2025-01-08","583.59","585.45","580.11","584.37","583.25","47,304,672","0.15%","0.85253","9,331,606,941","432,264"
"2025-01-07","592.23","592.56","581.68","583.52","585.77","60,393,052","-1.13%","-6.67","35,680,840,932","489,755"
"2025-01-06","591.09","594.49","588.44","590.19","591.37","47,679,442","0.58%","3.3804","28,482,937,415","468,833"
