Date,Open,High,Low,Close,Volume,Adj Close,daily_ret
2015-11-30,29.497499465942383,29.852500915527344,29.4375,29.575000762939453,156721200,26.672977447509766,0.004159367279275461
2015-12-01,29.6875,29.702499389648438,29.21500015258789,29.334999084472656,139409600,26.456518173217773,-0.008115302264922075
2015-12-02,29.334999084472656,29.52750015258789,29.020000457763672,29.06999969482422,133546400,26.217531204223633,-0.009033198073511772
2015-12-03,29.137500762939453,29.197500228881836,28.55500030517578,28.799999237060547,166278000,25.97402000427246,-0.009288105659313262
2015-12-04,28.822500228881836,29.8125,28.77750015258789,29.75749969482422,231108000,26.837566375732422,0.03324654294244467
2015-12-07,29.7450008392334,29.96500015258789,29.452499389648438,29.56999969482422,128336800,26.668466567993164,-0.0063008622082874055
2015-12-08,29.3799991607666,29.649999618530273,29.21500015258789,29.5575008392334,137238000,26.657201766967773,-0.00042240152791195307
2015-12-09,29.40999984741211,29.422500610351562,28.770000457763672,28.905000686645508,185445600,26.068716049194336,-0.022076049951449073
2015-12-10,29.010000228881836,29.235000610351562,28.877500534057617,29.042499542236328,116850800,26.192726135253906,0.004757046178474944
2015-12-11,28.797500610351562,28.84749984741211,28.212499618530273,28.295000076293945,187544800,25.518579483032227,-0.02573793383478007
2015-12-14,28.045000076293945,28.170000076293945,27.447500228881836,28.1200008392334,257274800,25.36074447631836,-0.006185101597007581
2015-12-15,27.985000610351562,28.200000762939453,27.587499618530273,27.622499465942383,213292400,24.912059783935547,-0.017692094678127046
2015-12-16,27.767499923706055,27.997499465942383,27.200000762939453,27.834999084472656,224954000,25.10371208190918,0.007693153421910903
2015-12-17,28.0049991607666,28.0625,27.2450008392334,27.2450008392334,179091200,24.571605682373047,-0.021196323388348315
2015-12-18,27.227500915527344,27.3799991607666,26.452499389648438,26.50749969482422,385813200,23.90647315979004,-0.02706915173476654
2015-12-21,26.81999969482422,26.842500686645508,26.392499923706055,26.832500457763672,190362400,24.1995792388916,0.01226053199660404
2015-12-22,26.850000381469727,26.93000030517578,26.612499237060547,26.8075008392334,131157600,24.177030563354492,-0.0009317796526342459
2015-12-23,26.8174991607666,27.212499618530273,26.799999237060547,27.15250015258789,130629600,24.488182067871094,0.012869715480618993
2015-12-24,27.25,27.25,26.987499237060547,27.00749969482422,54281600,24.357404708862305,-0.00534042742112617
2015-12-28,26.897499084472656,26.922500610351562,26.545000076293945,26.704999923706055,106816800,24.08458709716797,-0.01120060264856837
2015-12-29,26.739999771118164,27.357500076293945,26.71500015258789,27.184999465942383,123724800,24.51749610900879,0.017974524956324567
2015-12-30,27.145000457763672,27.174999237060547,26.795000076293945,26.829999923706055,100855200,24.19732666015625,-0.01305881511835516
2015-12-31,26.752500534057617,26.75749969482422,26.204999923706055,26.315000534057617,163649200,23.732864379882812,-0.01919477662952862
2016-01-04,25.65250015258789,26.342500686645508,25.5,26.337499618530273,270597600,23.753145217895508,0.000854546576766646
2016-01-05,26.4375,26.462499618530273,25.602500915527344,25.677499771118164,223164000,23.15791130065918,-0.025059162135205648
2016-01-06,25.139999389648438,25.592500686645508,24.967500686645508,25.174999237060547,273829600,22.704721450805664,-0.019569547700988732
2016-01-07,24.670000076293945,25.032499313354492,24.107500076293945,24.112499237060547,324377600,21.746479034423828,-0.04220454403979634
2016-01-08,24.637500762939453,24.77750015258789,24.190000534057617,24.239999771118164,283192000,21.861469268798828,0.005287763329087758
2016-01-11,24.74250030517578,24.764999389648438,24.334999084472656,24.63249969482422,198957600,22.215456008911133,0.01619226666606166
2016-01-12,25.137500762939453,25.172500610351562,24.709999084472656,24.989999771118164,196616800,22.537872314453125,0.014513152708306443
2016-01-13,25.079999923706055,25.297500610351562,24.325000762939453,24.34749984741211,249758400,21.958419799804688,-0.02571016937906978
2016-01-14,24.489999771118164,25.1200008392334,23.934999465942383,24.8799991607666,252680400,22.43866539001465,0.02187068079526533
2016-01-15,24.049999237060547,24.427499771118164,23.84000015258789,24.282499313354492,319335600,21.899797439575195,-0.024015151573107962
2016-01-19,24.602500915527344,24.662500381469727,23.875,24.165000915527344,212350800,21.793825149536133,-0.004838962110560896
2016-01-20,23.774999618530273,24.547500610351562,23.354999542236328,24.197500228881836,289337600,21.82313346862793,0.0013447992213713178
2016-01-21,24.264999389648438,24.469999313354492,23.735000610351562,24.075000762939453,208646000,21.71265983581543,-0.005062225961790179
2016-01-22,24.657499313354492,25.364999771118164,24.592500686645508,25.354999542236328,263202000,22.867055892944336,0.053166957243290236
2016-01-25,25.3799991607666,25.38249969482422,24.802499771118164,24.860000610351562,207178000,22.420635223388672,-0.01952243750335203
2016-01-26,24.982500076293945,25.219999313354492,24.517499923706055,24.997499465942383,300308000,22.544641494750977,0.005530899108199483
2016-01-27,24.010000228881836,24.157499313354492,23.334999084472656,23.354999542236328,533478800,21.06330680847168,-0.06570673064924071
2016-01-28,23.447500228881836,23.6299991607666,23.09749984741211,23.522499084472656,222715200,21.21436882019043,0.007171808923088552
2016-01-29,23.697500228881836,24.334999084472656,23.587499618530273,24.334999084472656,257666000,21.947139739990234,0.034541254845272595
2016-02-01,24.11750030517578,24.177499771118164,23.850000381469727,24.107500076293945,163774000,21.74196434020996,-0.00934861682255661
2016-02-02,23.854999542236328,24.010000228881836,23.56999969482422,23.6200008392334,149428800,21.30230140686035,-0.020221858819650884
2016-02-03,23.75,24.209999084472656,23.520000457763672,24.087499618530273,183857200,21.723928451538086,0.019792558401316773
2016-02-04,23.96500015258789,24.332500457763672,23.797500610351562,24.149999618530273,185886800,21.898481369018555,0.008035053046223428
2016-02-05,24.1299991607666,24.229999542236328,23.422500610351562,23.5049991607666,185672400,21.313617706298828,-0.026707955353798107
2016-02-08,23.282499313354492,23.924999237060547,23.260000228881836,23.752500534057617,216085600,21.53805160522461,0.010530070587662532
2016-02-09,23.572500228881836,23.985000610351562,23.482500076293945,23.747499465942383,177324800,21.533512115478516,-0.00021076603535452598
2016-02-10,23.979999542236328,24.087499618530273,23.524999618530273,23.5674991607666,169374400,21.370290756225586,-0.007579876351689219
2016-02-11,23.447500228881836,23.68000030517578,23.147499084472656,23.424999237060547,200298800,21.241071701049805,-0.006046668089349061
2016-02-12,23.547500610351562,23.625,23.252500534057617,23.497499465942383,161405600,21.306819915771484,0.0030953341548407565
2016-02-16,23.7549991607666,24.212499618530273,23.65250015258789,24.15999984741211,196231600,21.90755271911621,0.028194390609180386
2016-02-17,24.167499542236328,24.552499771118164,24.037500381469727,24.530000686645508,179452800,22.243057250976562,0.015314560058896642
2016-02-18,24.709999084472656,24.72249984741211,24.022499084472656,24.065000534057617,156084000,21.8214111328125,-0.01895630233769019
