Date,Open,High,Low,Close,VWAP,Volume,Return,$ Chg,Trade Val,# Trades,
2020-12-09,--,--,--,29.29,--,--,-2.13%,-0.638468,--,--,
2020-12-08,--,--,--,29.93,--,--,0.32%,0.093892,--,--,
2020-12-07,--,--,--,29.84,--,--,0.54%,0.159616,--,--,
2020-12-04,--,--,--,29.68,--,--,0.48%,0.140839,--,--,
2020-12-03,--,--,--,29.54,--,--,0.10%,0.028168,--,--,
2020-12-02,--,--,--,29.51,--,--,0.00%,--,--,--,
2020-12-01,--,--,--,29.51,--,--,1.52%,0.441294,--,--,
2020-11-30,--,--,--,29.07,--,--,0.03%,0.009389,--,--,
2020-11-27,--,--,--,29.06,--,--,0.85%,0.244119,--,--,
2020-11-26,--,--,--,28.82,--,--,0.00%,--,--,--,
2020-11-25,--,--,--,28.82,--,--,0.59%,0.169008,--,--,
2020-11-24,--,--,--,28.65,--,--,1.36%,0.384958,--,--,
2020-11-23,--,--,--,28.26,--,--,0.00%,--,--,--,
2020-11-20,--,--,--,28.26,--,--,-0.63%,-0.178396,--,--,
2020-11-19,--,--,--,28.44,--,--,0.73%,0.206563,--,--,
2020-11-18,--,--,--,28.23,--,--,-0.66%,-0.187784,--,--,
2020-11-17,--,--,--,28.42,--,--,-0.30%,-0.084504,--,--,
2020-11-16,--,--,--,28.51,--,--,0.60%,0.169007,--,--,
2020-11-13,--,--,--,28.34,--,--,0.94%,0.262899,--,--,
2020-11-12,--,--,--,28.07,--,--,-0.53%,-0.150228,--,--,
2020-11-11,--,--,--,28.22,--,--,2.28%,0.629078,--,--,
2020-11-10,--,--,--,27.6,--,--,-1.67%,-0.469462,--,--,
2020-11-09,--,--,--,28.06,--,--,-2.13%,-0.610299,--,--,
2020-11-06,--,--,--,28.67,--,--,0.10%,0.028168,--,--,
2020-11-05,--,--,--,28.65,--,--,2.49%,0.694803,--,--,
2020-11-04,--,--,--,27.95,--,--,4.35%,1.1643,--,--,
2020-11-03,--,--,--,26.79,--,--,1.71%,0.450684,--,--,
2020-11-02,--,--,--,26.34,--,--,0.29%,0.075113,--,--,
2020-10-30,--,--,--,26.26,--,--,-2.61%,-0.704191,--,--,
2020-10-29,--,--,--,26.97,--,--,1.88%,0.497628,--,--,
2020-10-28,--,--,--,26.47,--,--,-3.92%,-1.0798,--,--,
2020-10-27,--,--,--,27.55,--,--,0.79%,0.215952,--,--,
2020-10-26,--,--,--,27.33,--,--,-1.56%,-0.431905,--,--,
2020-10-23,--,--,--,27.76,--,--,0.24%,0.065725,--,--,
2020-10-22,--,--,--,27.7,--,--,-0.03%,-0.00939,--,--,
2020-10-21,--,--,--,27.71,--,--,-0.10%,-0.028167,--,--,
2020-10-20,--,--,--,27.74,--,--,0.37%,0.103282,--,--,
2020-10-19,--,--,--,27.63,--,--,-1.84%,-0.516408,--,--,
2020-10-16,--,--,--,28.15,--,--,-0.40%,-0.112671,--,--,
2020-10-15,--,--,--,28.26,--,--,-0.69%,-0.197174,--,--,
2020-10-14,--,--,--,28.46,--,--,-0.79%,-0.225342,--,--,
2020-10-13,--,--,--,28.68,--,--,3.00%,0.835643,--,--,
2020-10-09,--,--,--,27.85,--,--,1.47%,0.403736,--,--,
2020-10-08,--,--,--,27.44,--,--,0.41%,0.112671,--,--,
2020-10-07,--,--,--,27.33,--,--,1.85%,0.497629,--,--,
2020-10-06,--,--,--,26.83,--,--,-1.85%,-0.507018,--,--,
2020-10-05,--,--,--,27.34,--,--,2.21%,0.591522,--,--,
2020-10-02,--,--,--,26.75,--,--,-2.83%,-0.779307,--,--,
2020-10-01,--,--,--,27.53,--,--,1.45%,0.394347,--,--,
2020-09-30,--,--,--,27.13,--,--,0.84%,0.225343,--,--,
2020-09-29,--,--,--,26.91,--,--,-0.35%,-0.093893,--,--,
2020-09-28,--,--,--,27,--,--,1.91%,0.507018,--,--,
2020-09-25,--,--,--,26.5,--,--,2.32%,0.600911,--,--,
2020-09-24,--,--,--,25.9,--,--,0.58%,0.150229,--,--,
2020-09-23,--,--,--,25.75,--,--,-3.18%,-0.845031,--,--,
2020-09-22,--,--,--,26.59,--,--,1.87%,0.488239,--,--,
2020-09-21,--,--,--,26.1,--,--,0.40%,0.103282,--,--,
2020-09-18,--,--,--,26,--,--,-1.32%,-0.347402,--,--,
2020-09-17,--,--,--,26.35,--,--,-1.48%,-0.394347,--,--,
2020-09-16,--,--,--,26.74,--,--,-1.66%,-0.450684,--,--,
2020-09-15,--,--,--,27.19,--,--,1.40%,0.37557,--,--,
2020-09-14,--,--,--,26.82,--,--,1.71%,0.450682,--,--,
2020-09-11,--,--,--,26.37,--,--,-0.60%,-0.159616,--,--,
2020-09-10,--,--,--,26.52,--,--,-2.11%,-0.572743,--,--,
2020-09-09,--,--,--,27.1,--,--,3.00%,0.788695,--,--,
2020-09-08,--,--,--,26.31,--,--,-4.86%,-1.3427,--,--,
2020-09-04,--,--,--,27.65,--,--,-1.27%,-0.35679,--,--,
2020-09-03,--,--,--,28.01,--,--,-5.18%,-1.5304,--,--,
2020-09-02,--,--,--,29.54,--,--,1.03%,0.300456,--,--,
2020-09-01,--,--,--,29.24,--,--,1.50%,0.431904,--,--,
2020-08-31,--,--,--,28.81,--,--,0.89%,0.253509,--,--,
2020-08-28,--,--,--,28.55,--,--,0.53%,0.150228,--,--,
2020-08-27,--,--,--,28.4,--,--,-0.36%,-0.103282,--,--,
2020-08-26,--,--,--,28.51,--,--,2.05%,0.572743,--,--,
2020-08-25,--,--,--,27.93,--,--,0.81%,0.225342,--,--,
2020-08-24,--,--,--,27.71,--,--,0.61%,0.169007,--,--,
2020-08-21,--,--,--,27.54,--,--,0.65%,0.178395,--,--,
2020-08-20,--,--,--,27.36,--,--,1.39%,0.375569,--,--,
2020-08-19,--,--,--,26.98,--,--,-0.66%,-0.178395,--,--,
2020-08-18,--,--,--,27.16,--,--,0.94%,0.25351,--,--,
2020-08-17,--,--,--,26.91,--,--,1.09%,0.291066,--,--,
2020-08-14,--,--,--,26.62,--,--,-0.11%,-0.028168,--,--,
2020-08-13,--,--,--,26.65,--,--,0.18%,0.046946,--,--,
2020-08-12,--,--,--,26.6,--,--,2.53%,0.657246,--,--,
2020-08-11,--,--,--,25.94,--,--,-1.88%,-0.497629,--,--,
2020-08-10,--,--,--,26.44,--,--,-0.50%,-0.131449,--,--,
2020-08-07,--,--,--,26.57,--,--,-1.08%,-0.291066,--,--,
2020-08-06,--,--,--,26.86,--,--,1.27%,0.338012,--,--,
2020-08-05,--,--,--,26.52,--,--,0.25%,0.065725,--,--,
2020-08-04,--,--,--,26.46,--,--,1.73%,0.450683,--,--,
2020-07-31,--,--,--,26.01,--,--,1.73%,0.441293,--,--,
2020-07-30,--,--,--,25.57,--,--,0.55%,0.140839,--,--,
2020-07-29,--,--,--,25.43,--,--,1.20%,0.300456,--,--,
2020-07-28,--,--,--,25.13,--,--,-1.29%,-0.328623,--,--,
2020-07-27,--,--,--,25.45,--,--,1.76%,0.441294,--,--,
2020-07-24,--,--,--,25.01,--,--,-0.89%,-0.225342,--,--,
2020-07-23,--,--,--,25.24,--,--,-2.64%,-0.685414,--,--,
2020-07-22,--,--,--,25.92,--,--,0.29%,0.075114,--,--,
2020-07-21,--,--,--,25.85,--,--,-1.11%,-0.291067,--,--,
2020-07-20,--,--,--,26.14,--,--,2.88%,0.732361,--,--,
2020-07-17,--,--,--,25.41,--,--,0.19%,0.046946,--,--,
2020-07-16,--,--,--,25.36,--,--,-0.70%,-0.178395,--,--,
2020-07-15,--,--,--,25.54,--,--,0.07%,0.018778,--,--,
2020-07-14,--,--,--,25.52,--,--,0.82%,0.206563,--,--,
2020-07-13,--,--,--,25.31,--,--,-2.14%,-0.553964,--,--,
2020-07-10,--,--,--,25.87,--,--,0.73%,0.187783,--,--,
2020-07-09,--,--,--,25.68,--,--,0.85%,0.215954,--,--,
2020-07-08,--,--,--,25.46,--,--,1.35%,0.338012,--,--,
2020-07-07,--,--,--,25.13,--,--,-0.74%,-0.187785,--,--,
2020-07-06,--,--,--,25.31,--,--,2.51%,0.619689,--,--,
2020-07-03,--,--,--,24.69,--,--,0.00%,--,--,--,
2020-07-02,--,--,--,24.69,--,--,1.82%,0.441295,--,--,
2020-06-30,--,--,--,24.25,--,--,1.93%,0.460072,--,--,
2020-06-29,--,--,--,23.79,--,--,1.12%,0.262898,--,--,
2020-06-26,--,--,--,23.53,--,--,-2.45%,-0.591521,--,--,
2020-06-25,--,--,--,24.12,--,--,0.94%,0.225341,--,--,
2020-06-24,--,--,--,23.9,--,--,-1.93%,-0.469461,--,--,
2020-06-23,--,--,--,24.37,--,--,0.78%,0.187784,--,--,
2020-06-22,--,--,--,24.18,--,--,1.14%,0.272288,--,--,
2020-06-19,--,--,--,23.91,--,--,0.00%,--,--,--,
2020-06-18,--,--,--,23.91,--,--,0.28%,0.065725,--,--,
2020-06-17,--,--,--,23.84,--,--,0.32%,0.075114,--,--,
2020-06-16,--,--,--,23.76,--,--,1.73%,0.403736,--,--,
2020-06-15,--,--,--,23.36,--,--,1.18%,0.272289,--,--,
2020-06-12,--,--,--,23.09,--,--,0.74%,0.169005,--,--,
2020-06-11,--,--,--,22.92,--,--,-4.80%,-1.1549,--,--,
2020-06-10,--,--,--,24.07,--,--,1.22%,0.291065,--,--,
2020-06-09,--,--,--,23.78,--,--,0.64%,0.150228,--,--,
2020-06-08,--,--,--,23.63,--,--,0.76%,0.178395,--,--,
2020-06-05,--,--,--,23.45,--,--,1.96%,0.450683,--,--,
2020-06-04,--,--,--,23,--,--,-0.77%,-0.178396,--,--,
2020-06-03,--,--,--,23.18,--,--,0.49%,0.112671,--,--,
2020-06-02,--,--,--,23.07,--,--,0.61%,0.14084,--,--,
2020-06-01,--,--,--,22.93,--,--,0.41%,0.093891,--,--,
2020-05-29,--,--,--,22.83,--,--,1.46%,0.328624,--,--,
2020-05-28,--,--,--,22.51,--,--,-0.25%,-0.056335,--,--,
2020-05-27,--,--,--,22.56,--,--,0.54%,0.12206,--,--,
2020-05-26,--,--,--,22.44,--,--,-0.33%,-0.075114,--,--,
2020-05-25,--,--,--,22.52,--,--,0.04%,0.009389,--,--,
2020-05-22,--,--,--,22.51,--,--,0.38%,0.084503,--,--,
2020-05-21,--,--,--,22.42,--,--,-1.12%,-0.253509,--,--,
2020-05-20,--,--,--,22.68,--,--,1.99%,0.441293,--,--,
2020-05-19,--,--,--,22.23,--,--,1.59%,0.347402,--,--,
2020-05-15,--,--,--,21.89,--,--,0.65%,0.140839,--,--,
2020-05-14,--,--,--,21.75,--,--,1.05%,0.225342,--,--,
2020-05-13,--,--,--,21.52,--,--,-1.25%,-0.272289,--,--,
2020-05-12,--,--,--,21.79,--,--,-1.99%,-0.441294,--,--,
2020-05-11,--,--,--,22.23,--,--,0.85%,0.187786,--,--,
2020-05-08,--,--,--,22.05,--,--,1.29%,0.281676,--,--,
2020-05-07,--,--,--,21.76,--,--,1.31%,0.281677,--,--,
2020-05-06,--,--,--,21.48,--,--,0.62%,0.131449,--,--,
2020-05-05,--,--,--,21.35,--,--,1.11%,0.234732,--,--,
2020-05-04,--,--,--,21.12,--,--,1.31%,0.272287,--,--,
2020-05-01,--,--,--,20.84,--,--,-3.18%,-0.685414,--,--,
2020-04-30,--,--,--,21.53,--,--,0.22%,0.046946,--,--,
2020-04-29,--,--,--,21.48,--,--,3.34%,0.694804,--,--,
2020-04-28,--,--,--,20.79,--,--,-1.82%,-0.384959,--,--,
2020-04-27,--,--,--,21.17,--,--,0.54%,0.112671,--,--,
2020-04-24,--,--,--,21.06,--,--,1.68%,0.347401,--,--,
2020-04-23,--,--,--,20.71,--,--,-0.36%,-0.075113,--,--,
2020-04-22,--,--,--,20.79,--,--,3.07%,0.619689,--,--,
2020-04-21,--,--,--,20.17,--,--,-3.63%,-0.760528,--,--,
2020-04-20,--,--,--,20.93,--,--,-1.11%,-0.23473,--,--,
2020-04-17,--,--,--,21.16,--,--,0.76%,0.159616,--,--,
2020-04-16,--,--,--,21,--,--,1.91%,0.394348,--,--,
2020-04-15,--,--,--,20.61,--,--,-0.99%,-0.206563,--,--,
2020-04-14,--,--,--,20.82,--,--,4.23%,0.845031,--,--,
2020-04-13,--,--,--,19.97,--,--,1.05%,0.206562,--,--,
2020-04-09,--,--,--,19.76,--,--,0.10%,0.018779,--,--,
2020-04-08,--,--,--,19.75,--,--,2.24%,0.431905,--,--,
2020-04-07,--,--,--,19.31,--,--,-0.48%,-0.093893,--,--,
2020-04-06,--,--,--,19.41,--,--,7.27%,1.3145,--,--,
2020-04-03,--,--,--,18.09,--,--,-1.38%,-0.25351,--,--,
2020-04-02,--,--,--,18.35,--,--,2.04%,0.366181,--,--,
2020-04-01,--,--,--,17.98,--,--,-4.20%,-0.788697,--,--,
2020-03-31,--,--,--,18.77,--,--,-0.94%,-0.178396,--,--,
2020-03-30,--,--,--,18.95,--,--,3.91%,0.713583,--,--,
2020-03-27,--,--,--,18.23,--,--,-3.86%,-0.73236,--,--,
2020-03-26,--,--,--,18.97,--,--,5.59%,1.0046,--,--,
2020-03-25,--,--,--,17.96,--,--,-1.24%,-0.225341,--,--,
2020-03-24,--,--,--,18.19,--,--,7.85%,1.3239,--,--,
2020-03-23,--,--,--,16.86,--,--,0.11%,0.018778,--,--,
2020-03-20,--,--,--,16.84,--,--,-4.01%,-0.704193,--,--,
2020-03-19,--,--,--,17.55,--,--,1.63%,0.281677,--,--,
2020-03-18,--,--,--,17.27,--,--,-4.07%,-0.73236,--,--,
2020-03-17,--,--,--,18,--,--,6.38%,1.0798,--,--,
2020-03-16,--,--,--,16.92,--,--,-12.23%,-2.3567,--,--,
2020-03-13,--,--,--,19.28,--,--,10.08%,1.7652,--,--,
2020-03-12,--,--,--,17.51,--,--,-9.33%,-1.8027,--,--,
2020-03-11,--,--,--,19.31,--,--,-4.42%,-0.891978,--,--,
2020-03-10,--,--,--,20.21,--,--,5.39%,1.0328,--,--,
2020-03-09,--,--,--,19.17,--,--,-6.93%,-1.4272,--,--,
2020-03-06,--,--,--,20.6,--,--,-1.66%,-0.347401,--,--,
